,heading,text,bias_rating
631,"September, November: 40 Precious Days to Spend on Early Vote","A stream of voters arrived at election offices across Iowa to cast their ballots, and waves of absentee ballots have started landing in mailboxes in 30 other states.",left
8885,Mission Impossible: Managing Joe Biden,"The most emotionally powerful minute of Joe Bidens two-day swing through rural Virginia almost didnt happen.
After the vice president paid a solemn visit Wednesday to the memorial honoring the victims of the 2007 Virginia Tech shooting here, reporters asked him about his feelings upon seeing the site.
Read more:
http://www.politico.com/news/stories/0812/79776.html#ixzz23jnOt4Nq",left
7948,"The FBI's warrant system for spying on Americans is a mess, the IG report shows","Analysis: The report found an FBI process so rife with errors that the bureau's director immediately issued a statement saying he would begin reforms.
Given the unsupported claims President Donald Trump has made for two years about the FBI's Russia investigation — calling it a witch hunt cooked up by his political opponents — the conclusion by the Justice Department watchdog that the probe was justified was big news.
But the other major findings of the inspector general's report — that there were serious problems with the way the FBI...",left
4185,Obama to Dems: Trade entitlements for taxes,President Barack Obama told Senate Democrats on Tuesday that his budget to be released in April would align closely with their priorities.,left
5085,Michael Flynn Wants Immunity Before Talking with Russia-Trump Investigators,"Michael Flynn, who served as national security adviser to President Donald Trump, offered to be interviewed by FBI and congressional officials in exchange for immunity.",left
12861,Steady U.S. Job Growth Sets Stage for Fed to Raise Interest Rates,"Employers added 235,000 workers to their payrolls in February, the government reported on Friday, a hefty gain that clears the path for the Federal Reserve to raise its benchmark interest rate when it meets next week.",left
7035,"The Christian Right, Not AIPAC, Drives the GOP’s Pro-Israel Stance","In the latest incident pursuant to a House Republican campaign to paint Muslim-American Democratic members of Congress as being as objectionable as their own Steve King, Representative",left
19131,Powell: Fed could keep lifting rates sharply ‘for some time’,"Federal Reserve Chair Jerome Powell delivered a stark message Friday: The Fed will likely impose more large interest rate hikes in coming months and is resolutely focused on taming the highest inflation in four decades.
Powell also warned more explicitly than he has in the past that the Fed’s continued tightening of credit will cause pain for many households and businesses as its higher rates further slow the economy and potentially lead to job losses.
“These are the unfortunate costs of reducing inflation,” he said in a high-profile speech at the...",left
5550,Facebook And Twitter Limit Sharing 'New York Post' Story About Joe Biden,"Facebook and Twitter took action on Wednesday to limit the distribution of New York Post reporting with unconfirmed claims about Democratic presidential nominee Joe Biden, leading President Trump's campaign and allies to charge the companies with censorship.
Both social media companies said the moves were aimed at slowing the spread of potentially false information. But they gave few details about how they reached their decisions, sparking criticism about the lack of clarity and consistency with which they apply their rules.
The New York Post published a series of stories on...",left
9935,President Trump Attacked Hillary Clinton Over Her Emails. Again.,"Amid reports that he's under investigation for obstruction of justice, President Donald Trump said Thursday that investigators should examine unspecified “dealings” that Hillary Clinton and Democrats have with Russia, as opposed to his “non-dealings.""",left
17947,This Is What The End Of European Democracy Looks Like,Underlying the question of whether European leaders and the Greek state will be able to come to terms amid the financial crisis is one even more fundamental: Is there room in Europe for democracy?,left
15300,Some Texas Democrats ready to walk as GOP digs in on voting,"The possibility of Texas Democrats staging a second walkout to again stop one of America’s most restrictive new voting measures grew louder Saturday, as hundreds of people waited hours to rail against the GOP’s plan in the largest turnout this year at the state Capitol.
As Republicans made clear they intended this weekend to advance a new election bill — which would prohibit 24-hour polling places, ban drop boxes and stop drive-thru voting — some Democrats who broke quorum in May are now describing it as their best, if not only, option...",left
